name,address,phone,google_logo_url,type,latitude,longitude,Full Address
Peace Tidings Ventures,"8A, Nnamdi Azikiwe Street, Lagos Island, Nigeria",-7737579,,others,6.4620643,3.38694765,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Popbaze,"Lagos, Nigeria",2.34811E+12,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Portland Bathrooms,"15 Aromire Street, Ikeja, Lagos, Nigeria",-7739377,,others,6.609164053,3.346899195,"Aromire Street, Alausa, Ikeja, Lagos, 100282, Nigeria"
Provision On The Road,"162 Broad Street, Lagos Island, Nigeria",-53256437,,others,6.455583255,3.384115846,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Quietstorm Inv. Co. Ltd,"17, Commercial Road, Apapa, Lagos, Nigeria",01-5871596,,others,6.438408606,3.372812601,"Commercial Road, Ilado, Apapa, Lagos, 101001, Nigeria"
R.A. Adeniran & Sons,"9 Idumagbo Avenue, Lagos Island, Nigeria",-565411586,,others,6.460124375,3.395249814,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Rightime Enterprises,"43 Agoro, Lagos Island, Nigeria",-28119131,,others,6.461845038,3.386363027,"Agoro Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
R  Oluwalosheyi  Nigeria  Company,"47 Oroyinyin Street, Lagos Island, Nigeria",-55418631,,others,6.4609753,3.3902913,"Oroyinyin Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Saga VIII,"35A, Ademola Adetokunbo Street, Victoria Island, Lagos, Nigeria",-2702373,,others,6.4265564,3.4293497,"Adetokunbo Ademola Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Salau Gantiu & Sobs,"63 idumagbo Avenue, Lagos Island, Nigeria",-67997400,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Sarosam Investment Nigeria Limited,"43 Broad Street, Lagos Island, Nigeria",-88756870,,others,6.44982356,3.393738021,"Broad Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Silky Touch Ltd,"14B, Karimu Kotun Street, Victoria Island, Lagos, Nigeria",01-4448391,,others,6.427412198,3.425622485,"Karimu Kotun Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Sir T Nigeria Enterprises,"9 Idumagbo Avenue, Lagos Island, Nigeria",-23267816,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
S.I. Rafiu & Company Limited,"16 Idumagbo Avenue, Lagos Island, Nigeria",-36974557,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Smartswatch Nig. Ltd,"19, Saka Tinubu Street, Victoria Island, Lagos, Nigeria",01-7612006,,others,6.4270712,3.4199417,"Saka Tinubu Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Stimo Ventures,"23/25 Idumagbo Avenue, Lagos Island, Nigeria",-3328706,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Taolab Ventures,"71/72 Nnamdi Azikiwe, Lagos Island, Nigeria",-23821457,,others,6.4561191,3.3882241,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
T J Ventures,"26 Palm Avenue, Mushin, Lagos, Nigeria",-23599155,,others,6.5364409,3.3534217,"Palm Avenue, Mushin, Lagos, 100231, Nigeria"
Tlanredlawepo  Nigeria Enterprises,"75 Nnamdi Azikiwe Street, Lagos Island, Nigeria",-83735123,,others,6.4561191,3.3882241,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Toki Mabogunje & Company (TMC),"Lagos , Nigeria",234-1-891-1534,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Trade Union Congress Of Nigeria,"338, Road, Ikorodu, Lagos, Nigeria",01-4701699,,others,6.6432916,3.616781,"Road, Ìkòròdú, Lagos, Nigeria"
Track Masterz,"88 Obafemi Awolowo Way, Ikeja, Lagos, Nigeria",+234 1 4978528,,others,6.6076149,3.3499671,"Obafemi Awolowo Way, Alausa, Ikeja, Lagos, 100282, Nigeria"
Twins Str Venture,"35 Idumagbo Avenue, Lagos Island, Nigeria",-266543,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Usan Aremu World Wide,"31 Idumagbo Avenue, Lagos Island, Nigeria",-55784821,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
uwalogbon Eda Enterprise,"72 Martins Street, Lagos Island, Nigeria",-60271347,,others,6.4327768,3.4199707,"Idowu Martins Street, Victoria Island, Eti Osa, Lagos, 500001, Nigeria"
Wise Choice Ventures,"32 Martins Street, Lagos Island, Nigeria",-38200335,,others,6.4313928,3.4383559,"Jubril Martins Street, Victoria Island, Itirin, Eti Osa, Lagos, 101243, Nigeria"
Ziklagsis Networks Limited,"70 Adeniran Ogunsanya Street, Surulere, Lagos, Nigeria",+234 1 8782700,,others,6.494317491,3.357352432,"Adeniran Ogunsanya Street, Surulere, Animashawun, Surulere, Lagos, 102215, Nigeria"
Africa Made Product Standards,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Aldiwan,"1303 Akin Adesola Street, Victoria Island, Lagos, Nigeria",,,others,6.430785273,3.423977814,"Akin Adesola Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
BAR BEACH POLICE STATION,"Ahmadu Bello Way, Victoria Island, Lagos, Nigeria",,,others,6.422519788,3.418762764,"Ahmadu Bello Way, Victoria Island, Eko Atlantic, Eti Osa, Lagos, 500001, Nigeria"
Beavly,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Communications Trends Nigeria Limited,"Lagos, Nigeria",234-01-49764963-8 4976500,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Council for Legal Education of Nigeria,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Cowrie Integrated Systems,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Dolce Vita,"184, Awolowo Road, Ikoyi, Lagos, Nigeria",,,others,6.442498899,3.420563038,"Awolowo Road, Ikoyi, Falomo, Eti Osa, Lagos, 101241, Nigeria"
Glad Company Limited,"8 Marine Road, Apapa, Lagos, Nigeria",,,others,6.4477809,3.3523581,"Marine Road, Apapa, Lagos, 101001, Nigeria"
Hamaba Nigeria Limited,"16 Idumagbo Avenue, Lagos Island, Nigeria",,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Intracom Internet Services,"Victoria Island , Lagos, Nigeria",01-2625316,,others,6.4300279,3.4259904,"Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Kadiri Yusuf Trading Company,"36 Idumagbo Avenue, Lagos Island, Nigeria",,,others,6.4589123,3.3902907,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kem-willy Nigeria Limited,"40 Ojuelegba Road, Surulere, Lagos, Nigeria",,,others,6.5093497,3.3665733,"Ojuelegba Road, Surulere, Lagos, 102215, Nigeria"
Kosher Ladies Blog,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
LeedPay,"Lagos, Nigeria",2.34813E+12,https://www.businesslist.com.ng/img/ng/x/_1695940636-41-leedpay.jpg,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Living Proof Limited,"4 Catholic Mission, Lagos Island, Nigeria",,,others,6.4501737,3.3968824,"Catholic Mission Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
MapIt Nigeria Limited,"Ogba , Lagos, Nigeria",-8501533,,others,6.621530266,3.328585139,"Ogba Road, Agege, Lagos, 100282, Nigeria"
Mr. Muzik,"32, Toyin Street, Ikeja, Lagos, Nigeria",,,others,6.595972,3.3512331,"Toyin Street, Oregun, Ikeja, Lagos, 100281, Nigeria"
NIGERIAN ENERGY SECTOR FUND PLC,"Lagos, Nigeria",01-266 420-9,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Nigerian Institute of Medical Research,"Yaba , Lagos, Nigeria",2.34802E+12,,others,6.5114693,3.3699982,"Yaba, Olajuwon Street, Tinubu, Mushin, Lagos, 102215, Nigeria"
Nigerian Medical Association,"Ikeja , Lagos, Nigeria",234 1 4801569,,others,6.5960605,3.340787,"Ikeja, Lagos, Nigeria"
Pukena Concierge Services,"Yaba, Lagos, Nigeria",+234 816 841 1237,https://www.businesslist.com.ng/img/ng/r/_1695941085-72-pukena-concierge-services.jpg,others,6.5114693,3.3699982,"Yaba, Olajuwon Street, Tinubu, Mushin, Lagos, 102215, Nigeria"
Sankore Publishers Ltd,"Victoria Island , Lagos, Nigeria",234-1-2617797,,others,6.4300279,3.4259904,"Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
The Chagoury Group,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
ValuCard Nigeria,"Victoria Island , Lagos, Nigeria",234 1 2703010-4,,others,6.4300279,3.4259904,"Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Vendblue,"Yaba, Lagos, Nigeria",,,others,6.5114693,3.3699982,"Yaba, Olajuwon Street, Tinubu, Mushin, Lagos, 102215, Nigeria"
Viligant Insurance Co. Ltd,"Anthony , Lagos, Nigeria",01 4961771,,others,6.589729119,3.355109507,"Mobolaji Bank-Anthony Way, Oregun, Onigbongbo, Ikeja, Lagos, 100281, Nigeria"
A pictures studio and lab,"Ebute metta , Lagos, Nigeria",01 817 6342,,others,6.4862553,3.3856122,"Ebute-Metta, Lagos Mainland, Lagos, 104233, Nigeria"
DARE COMMUNICATIONS AND ELECTRONIC BUSINESS,"Lagos, Nigeria",14774004,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
DUVIK NIGERIA LTD,"LAGOS , Nigeria",234-8067311674,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
HONDA,"Victoria Island , Lagos, Nigeria",01 8525040,,others,6.4300279,3.4259904,"Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
JACENET INTERNATIONAL (NIG) LTD,"Lagos, Nigeria",01-720-7698,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jangilova,"Lagos, Nigeria",,https://www.businesslist.com.ng/img/ng/e/_1695941057-54-jangilova.jpg,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jescoint Unique Enterprises,"Lagos, Nigeria",234-1-4735153,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Jw events,"lagos , Nigeria",8540969,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
MaxSecure Link,"Lagos , Nigeria",+234 1 898 1568,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Muhtar International shipping servives,"Lagos, Nigeria",234-01-8903114,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Rarefy Consulting,"Lagos, Nigeria",,https://www.businesslist.com.ng/img/ng/n/_1695940926-72-rarefy-consulting.jpg,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Recon Technology,"Ikoyi , Lagos, Nigeria",14761212,,others,6.456061,3.442218,"Ikoyi, Falomo, Eti Osa, Lagos, 106104, Nigeria"
STJ International Equity & Assets LLC,"Marina , Lagos, Nigeria",01-720-7698,,others,6.4461596,3.3950293,"Marina, New Marina Road, Lagos, Lagos Island, Lagos, 101001, Nigeria"
ADMIRALTY RESOURCE SERVICES,"Surulere , Lagos, Nigeria",234-1-7905831,,others,6.4855737,3.353990695,"Surulere, Lagos, Nigeria"
AMBER RESOURCES NIGERIA LIMITED,"5A AERODROME ROAD APAPA LAGOS STATE , Nigeria",84237528,,others,6.4411366,3.3735215,"Aerodrome Road, Ilado, Apapa, Lagos, 101001, Nigeria"
Association of Pension Funds of Nigeria,"Lagos Island , Nigeria",2642661,,others,6.5148613,3.490866161,"Lagos Island, Lagos, Nigeria"
Bacom,"Lagos, Nigeria",234-1-2620185,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Bureau Veritas Group.,"25 Glover Rd. Ikoyi, Lagos, Nigeria",01-2692614,,others,6.4570513,3.4245221,"Glover Road, Ikoyi, Falomo, Eti Osa, Lagos, 101222, Nigeria"
First Deep Waters,"20, Ogunlana Drive, Surulere, Lagos, Nigeria",01-2708827,,others,6.5073961,3.352604797,"Ogunlana Drive, Surulere, Lagos, 102215, Nigeria"
Globalecho Limited,"Lagos, Nigeria",7756506,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Great Nigeria Insurance Company PLC,"Ikoyi , Lagos, Nigeria",2670430,,others,6.456061,3.442218,"Ikoyi, Falomo, Eti Osa, Lagos, 106104, Nigeria"
Hygeia Nigeria Limited,"Victoria Island , Lagos, Nigeria",234 (1) 4617071,,others,6.4300279,3.4259904,"Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
iFixng.com,"Lagos, Nigeria",+234(0) 802-089-3597,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Kolex Hotels Ltd.,"1 Esanogbogun St. Shomolu. Lagos , Nigeria",01-5822552,,others,6.5315333,3.3804363,"Esanogbogun Street, Somolu, Shomolu, Lagos, 100231, Nigeria"
Nultan,"Lagos, Nigeria",+234 (0) 1 425 0000,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Olu Akinkugbe Foundation Child Nutrition Centre,"Ogba , Lagos, Nigeria",+234 01 2715111,,others,6.621530266,3.328585139,"Ogba Road, Agege, Lagos, 100282, Nigeria"
Quarter Masters Branding,"16B, Mobolaji Bank Anthony Way, Ikeja, Lagos, Nigeria",01-7404420,,others,6.589729119,3.355109507,"Mobolaji Bank-Anthony Way, Oregun, Onigbongbo, Ikeja, Lagos, 100281, Nigeria"
Super Eagles,"SURULERE , Lagos, Nigeria",-5505,,others,6.4855737,3.353990695,"Surulere, Lagos, Nigeria"
Uba Pension Custodian Nig. Ltd,"30, Adeola Hopewell Street, Victoria Island, Lagos, Nigeria",01-2702630,,others,6.4367874,3.4293742,"Adeola Hopewell Street, Victoria Island, Itirin, Eti Osa, Lagos, 500001, Nigeria"
Ventra Media Group,"Lagos, Nigeria",+234 (0)816 136 2450,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Crashpad,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Download Past Question,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
HashByte,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Heinrich Bll Foundation (hbf), Nigeria","/, Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
ipayBTC,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
SAVE n FLEX,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
SendVillage,"Lagos, Nigeria",,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Tecknoconsulting,"Yaba , Lagos, Nigeria",,,others,6.5114693,3.3699982,"Yaba, Olajuwon Street, Tinubu, Mushin, Lagos, 102215, Nigeria"
B. B. A. & CO. LTD,"Idumota. , Lagos, Nigeria",234 1 2666223 + 2668766,,others,6.4629402,3.3866909,"Idumota, Cater Bridge, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Elite Security Services Limited T/A Integrated Fencing Systems,"Lagos , Nigeria",00234-1-4720211,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
GOING PLACES TRAVELS & TOURS LIMITED rc636985,"Ikeja , Lagos, Nigeria",01-721-4852,,others,6.5960605,3.340787,"Ikeja, Lagos, Nigeria"
Sea Horse (Nig.) Ltd.,"22 Burma Rd. Apapa Lagos , Nigeria",8037128437,,others,6.437047855,3.365489903,"Burma Road, Apapa, Lagos, 101001, Nigeria"
teammate nigeria limited,"lagos , Nigeria",234-1-3425048,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
VIER INVESTMENT (NIG.) LIMITED,"Lagos , Nigeria",01 79 299 47,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
INDUSTRIAL AUTOMATION NIG. LTD,"7, Unity Road, Ikeja, Lagos, Nigeria",8033358483,,others,6.594840761,3.345990745,"Unity Road, Ikeja, Lagos, 100281, Nigeria"
LAW UNION & ROCK INSURANCE (NIG) PLC,"88/92 Broad street, Lagos, Nigeria",01-2662245,,others,6.453685605,3.389255352,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
NAL,"PMB 1001, NIGERIA, Lagos",(234) 587 49 16,,others,9.023047967,7.48640256,"Lagos Street, Garki II, Abuja, Municipal Area Council, Federal Capital Territory, 900211, Nigeria"
Policy Research Services,"Ikeja , Lagos, Nigeria",23414704479,,others,6.5960605,3.340787,"Ikeja, Lagos, Nigeria"
ACES AKINTOMIDE FARMS,"Lagos , Nigeria",18537344,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
ATLAS Systems,"Lagos, Nigeria",8035171616,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Boss Papers Nig Ltd,"Lagos , Nigeria",01-804-2022,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
CONTEC Weighing Solutions,"Lagos, Nigeria",01 7751133,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Desgn & Kraft Coompany,"lagos , Nigeria",8023010146,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Geo-Kena Nig. Company Geo-Kena Computers,"Lagos , Nigeria",01-7756971,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Interdependent Industries Ltd,"Ikorodu , Lagos, Nigeria",01-4727550,,others,6.6191233,3.5041271,"Ìkòròdú, Lagos, Nigeria"
Jextoban Secondary School,"Lagos , Nigeria",+234(0)14359057,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
konsol educational organisation,"lagos , Nigeria",8114862,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Lekoye Nigeria Enterprises,"Ikeja , Lagos, Nigeria",234-8062594376,,others,6.5960605,3.340787,"Ikeja, Lagos, Nigeria"
LEO-ELA INTERNATIONAL LTD,"Lagos , Nigeria",234-01-8127595,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Messrs. Adeniji & Oyelola,"Lagos, Nigeria",2661879; 8932644,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Nostrum Consulting,"Lagos , Nigeria",18042022,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Oladipo Bookshops,"Lagos, Nigeria",8036948436,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
O to go (commercial Facilitators Ltd),"Lagos , Nigeria",01 725 0550,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
SOFTBASE BUSINESS SOLUTIONS,"14 Olaniji st oregun ikeja , Lagos, Nigeria",17237868,,others,6.601994543,3.361872161,"Olaniji Street, Oregun, Alausa, Ikeja, Lagos, 100581, Nigeria"
world vision business point,"oworonsoki , Lagos, Nigeria",14818337,,others,6.5502091,3.4021999,"Oworonṣoki, Kosofe, Lagos, 100234, Nigeria"
A.A.A. Comm. Ltd.,"6 Palm Av. Mushin Lagos , Nigeria",01-520448,,others,6.533516543,3.344986692,"Palm Avenue, Mushin, Lagos, 102215, Nigeria"
A. Adeolu Busi. Centr.,"S/Lere Lagos , Nigeria",01-5850273,,others,6.5024582,3.3590279,"Surulere, Lagos, 102215, Nigeria"
Abayomi Stores Ltd.,"109, Alakoro St., Lagos , Nigeria",01-2662095,,others,6.461694939,3.384453227,"Alakoro Marina Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Abbot Lab. (Nig.) Ltd.,"196 Allen Ave. Ikeja Lagos , Nigeria",01-4960763,,others,6.60163849,3.352051473,"Allen Avenue, Oregun, Alausa, Ikeja, Lagos, 100282, Nigeria"
Abdul Ganiyu Aremu and Bros.,"12 Idumagbo Ave. Lagos , Nigeria",01-2668542,,others,6.458894469,3.390460814,"Idumagbo Avenue, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Abdalla Haulage Sers.,"14, Wharf Rd., Apapa. Lagos , Nigeria",01-5873378,,others,6.446344223,3.372340577,"Wharf Road, Ilado, Apapa, Lagos, 101001, Nigeria"
Abis Restaurant,"10 Bamgbose St. Lagos , Nigeria",01-2633154 01-2652675,,others,6.53465865,3.2631497,"Bamgbose Street, Alimosho, Lagos, 100263, Nigeria"
Abiade Lawal Trading Co.,"16, Tokunbo St., Lagos , Nigeria",01-265815,,others,6.501263569,3.382086333,"Tokunbo Street, Ebute-Metta, Lagos Mainland, Lagos, 104233, Nigeria"
Abinbola Stores,"33C Shitta St Lagos , Nigeria",01-2664013,,others,6.612061862,3.315604464,"Shitta Street, Akowonjo, Agege, Lagos, 100282, Nigeria"
Abiodun Future-Links Industrial Empire,"1 Alade Street, Oshodi, Lagos, Nigeria",-8957920,,others,6.540592912,3.313128555,"Alade Apatira Street, Oshodi/Isolo, Lagos, 100263, Nigeria"
Aboderin & Giaha Nig. Ltd.,"208/212 Broad St., Lagos, Nigeria",01-2661432,,others,6.453685605,3.389255352,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
AB.S. Tradg. Co. Nig. Ltd.,"30, Nnamdi Azikiwe St., Lagos , Nigeria",01-2668471,,others,6.456096762,3.38823224,"Nnamdi Azikiwe Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
A.B. Shoe Factory,"8A Bishop St. Lagos , Nigeria",01-2635609,,others,6.552882411,3.359044596,"Bishop Street, Mushin, Lagos, 100232, Nigeria"
Abusi O1u Tradg. & Co.,"1, Macaulay St., Lagos , Nigeria",01-2631320,,others,6.48325545,3.3857514,"Herbert Macaulay Street, Ebute-Metta, Lagos Mainland, Lagos, 104233, Nigeria"
Acceptance Constr Ltd.,"Lagos, Nigeria",01-921165,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
A.C. Electrical,"153 Agege Motor Rd. Mushin Lagos , Nigeria",01-5834748.,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
Action Forwarding Sers.,"69 Palm Ave. Mushin Lagos , Nigeria",01-522576,,others,6.533516543,3.344986692,"Palm Avenue, Mushin, Lagos, 102215, Nigeria"
Adamu Alh. Tradg. & Constr.,"23B, Ibadan St., Lagos , Nigeria",01-5874001,,others,6.482439251,3.376116768,"Ibadan Street, Alagbede, Surulere, Lagos, 102215, Nigeria"
ADC System Ltd.,"84 Opebi Rd. Ikeja, Lagos , Nigeria",01-4965750,,others,6.591133088,3.359872425,"Opebi Road, Oregun, Ikeja, Lagos, 100281, Nigeria"
ADEXCO & ASSOCIATE,"43 Demurin Street, Lagos, Lagos, Nigeria",234-8053729482,,others,6.59618547,3.398114029,"Demurin Street, Orisigun, Kosofe, Lagos, 100247, Nigeria"
Ade Bola Builders,"135 Igbosere Rd , Lagos, Nigeria",01-2633272,,others,6.450909463,3.398410829,"Igbosere Road, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Ade Giwa Constr.,"Lagos, Nigeria",01-2664519,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Adeb Alum. Pro. Nig. Ltd.,"94A Adeniyi Jones Av. Ikeja , Lagos, Nigeria",01-4973321,,others,6.611372248,3.345193435,"Adeniyi Jones Avenue, Alausa, Ikeja, Lagos, 100282, Nigeria"
Adebanji J.O.,"46, Balogun St., Lagos, Nigeria",01-2635224,,others,6.512045981,3.339189052,"Balogun Street, Mushin, Lagos, 102215, Nigeria"
Adebayo Olusegun & Co.,"26, Allen Ave., Ikeja, Lagos, Nigeria",01-4967195,,others,6.59882265,3.35370705,"ASHA, 26, Allen Avenue, Oregun, Alausa, Ikeja, Lagos, 100281, Nigeria"
Adebunkola Madam Stores,"Lagos, Nigeria",01-2660764,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Adelma Constr. Co. Ltd.,"Lagos, Nigeria",01-4961635,,others,6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
Ademuyiwa Bookshops,"98, Lewis St., Lagos, Nigeria",01-2634440,,others,6.449285409,3.406028642,"Lewis Street, Lagos, Lagos Island, Lagos, 101222, Nigeria"
Adeniyi Tailorg,"21 Adeyemi St. Agege, Lagos, Nigeria",01-4933087,,others,6.621052134,3.32779472,"Adeyemi Street, Agege, Lagos, 100282, Nigeria"
Adeola Tech. Eng. Co.,"49, Princess St., Lagos, Nigeria",01-631899,,others,6.461508159,3.39304277,"Princess Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Adepase Tech. Co. Ltd.,"18, Bishop St., Lagos, Nigeria",01-2663403/01-2660853,,others,6.552882411,3.359044596,"Bishop Street, Mushin, Lagos, 100232, Nigeria"
Adessy Stationery Co. Ltd.,"7, Ricca St, Lagos, Nigeria",01-2631268,,others,6.454048984,3.39475609,"Ricca Street, Lagos, Lagos Island, Lagos, 100242, Nigeria"
Adewakun Morakinyo & Co.,"208/212 Broad St., Lagos, Nigeria",01-2661590,,others,6.455583255,3.384115846,"Broad Street, Lagos, Lagos Island, Lagos, 101001, Nigeria"
Adeyemi Tradg. Co. Ltd.,"11, Ashogbon St., Lagos , Nigeria",01-2668952,,others,6.60807047,3.343843939,"Ashogbon Street, Alausa, Ikeja, Lagos, 100282, Nigeria"
Aderson Ind. Tradg. Co. Ltd.,"129, Agege Motor Rd., Oshodi Lagos , Nigeria",01-4934067,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
Adeleye Commercial Electrical,"169 Agege Motor Rd. Mushin Lagos , Nigeria",01-520583,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
Adeleye Electronics Ind. Ltd.,"173 Agege Motor Rd. Mushin Lagos , Nigeria",01-4257850,,others,6.552375057,3.353210289,"Agege Motor Road, Tinubu, Ikeja, Mushin, Lagos, 100271, Nigeria"
