name,address,latitude,longitude,type,zone,google_logo_url
Francisca's Café,"15 Ladipo Kuku St, off Allen Avenue, Lagos",6.599224,3.3520214,"cafe, bakery, store, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcL6KUQxtbj8DZnzbtrjCzkmGyqW7rAlmGvjqSy_HWkZbWv9nSWxGSg7Dtwbsoxz9nfhmkJE1NE00zccFXiElQeT6XYeH2E2sQmEHWDyRdPDj7ewLlIEF0B9enkz67nsVU1pp0wSU9qsrSHNKH0toQTDUn8qlrkqdEpf9h6h38LcONGGTkzFw9-i52b-e54_Liviz8Dj1tzB_GsoGLykUMchMygRO1k_bBBCRA8T2-I7efRiawfFJoTjEA5dS-PeI5bEzcR3CHMG_CWE_gx72RiXcghcjKihRed2HoJZkLDYHhFj0IWk0Sp5af2-cbIr6DZ826zDOQ4&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Coffee & Co,"landmark boulevard, Water Corporation Dr, Lagos",6.423173,3.4452542,"cafe, bakery, store, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKtlKYKMO0a8tSlOdgN6cQrKoZSeCkJBk5VndahOxzd6tnkdgdU2CEVXXRQSyqK9F1HoMfU2tyhUj9uFyBIhTSCoUQSUDQBMkBxQytRcEbFrWnzxlbFXAgdx7mt-AEP4TXmrtBFHfCTfx714qQ94ZvJYZszwh5Aes44gTBVeTeR9QY2DhTl2BHt0JCYFXBSq5KfD20ho6Wb0vP_C-ZBOS-pJdv-zFiJT2gJ9YYDgwrMgDTB-szcNMPk9IxcesYO6tVUCnS7ZigXRz8holEf7apAe-mBydklSGbmWRD8CpR3N6QnZbAH0M8RCgqlqfoCRnKBHFO4nX7V5n9i8jpN-lhmnlmTngdbJfnFjtlp1pgxb4eXxW_Ohs5dMl2n2rfnanYL_gJETvLTx-TGZg4TWjO4iJ7-stjh1QZ5CtHBvi5zJXmbzfNOirmtFQrymgcuH8aMO337vRAvw4_o7nCCbDmgGKeglL7H4eKMpRLtGuDUvtAwA0g_ZkqfIr9PNpXjPXsAj7hYdxEnImbNL33w7h-L-odaFyExI5qR7QKGlMqwFdd_uglmt8WmEC8dtE87jszurABA4mNABEthcq1C9dgtlnr1QcNiA6uhF2zMegUJiqLMigbf0GpkCUSKHuR7eCdacA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Arami Cafe,"55 Adeniran Ogunsanya St, Lagos",6.493403,3.3573262,"cafe, bar, restaurant, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKlPNzqbhzVLanHH5UVu-LyyYifT5sdvJWBMkyyZJyjiKx99OQo26Mby8_s8x6_IdS07BLw7ho7J_z9P2PzoeNzAwmxgwvM3keYjYjRqcRZdSSwQx8CN4x91nLhAV1vFZ0kQAF1WDP9mJYkfPGaoXVjKFeTGfLBDbzzW5byCDBPRb9d_L-_7--8-FzFLOrJcgE8_PfupBff1jAX9INNdzcHVlTB7_ugA-NXxXpLnE3ZCuxLCXAZlpd_1L2PNm1OTpmEceAYdVU1_bGyVcA0dC24Iam8XMsTEj15WPEZ87Ac_N6s8Jdj-qMdCLoAo9m-KO4BGZmNqZY&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Samantha's Bistro & Grill,"7/12 Rumens Rd, Lagos",6.448209,3.4304105,"cafe, bar, restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJNJWD89n6KvdnkOzyjLrPYLxTr0pZcbOKheJ88FIkJ4BRxLIW6jEZ3TcugdjmWFHx63rEhGejs6kXWMqdtUkSOfgyOPX4RWTJ3ke-YxaSKDpmp-fTbWtpOF1CiHWbTtEABYvmroD1EcL3fwhki8Ywxk4DZHEQ5OOquKXpx7A7xJ4_n_QqvcWpRQHGXtAvUX160FnWO80CRPISgwrlb23Y4AbVT04yQtdhEb5jx1wQsyfkdp9jMlnLX_zqEfQ51HIUw_S_U7quta4XAvF_9eOxUnxbpD11o9vtJ6R-8GrE1DFAaAc5MkS3O24wh7Sw7ac4rAb07&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
TOP BEANS. Coffee & More,"17 A Ozumba Mbadiwe Ave, Lagos",6.437613,3.4120346,"cafe, bar, restaurant, food, point_of_interest, store, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIO0cHxioz_ihj5-TX0HIAfJmbx0NQ_2y3jeUFV-6kcHQBtBeNwGGgvDsR1eNoUnoY2FVtfP0U8_Gnt48m2LpzTvpVho8RQs5IU8qyjBouuuK7ngTqWpHBcy5dbQ6Ca9_SXdo46bm17XCtLC5ovYZAOCg1QUOWlmJK5WFoJeUG7aA3HdrqsehxG6UYWBREy6Lf25RYqBqjFP4GIYhaThVt8qPeb0KAU-U7Polw0VLI4CJZkr9EIBQ-RUiU6l6mCvrDAjqIOF7DeUxjPmi4xcDxLJ7A97GKmosLIjTFA5tfTTNS52nK2Q6cfGH6ZsS9SUXnPZR5zBGM&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Kenchello ' s Cafe & Bar,"17 Oshungboye St, Lagos",6.621249,3.3340788,"cafe, bar, restaurant, point_of_interest, food, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLa9DS0Jl7aJFI7zDVLfltJIq4lieNovBnNpowGt1ZvrXe2LzzKqxjyR1pcYwyB0ydiWkm_fHBRg6ZzhGAs6b7pfX60_kdDX1WZRhGlm1tDLf0R_SZHaCx53QzcIzEzKYCoxhgO5hgDIPbD7YElKRtLCsFG9MAJihUoJlpc3SjIqAQSd_cmrCoR0kw-9A2dwQ6iXNYbfmg_G0hktNrwNcAEX-vSG1f4iMcIiizpNseH7JrFFjAt1d4ZgXZGaUbhJi_7DIooKr4ZUnPdRPZXhi60zIa3m2w8rMkpFRniorQLrxmouArTicai-Qj0C7DI9HRAn5jNBXd9_kaUPPPfNMWSQs2bUuzC7FfRlyFXuqlIckVDC_1b8xi_aqcryI_ZTxht46hxeEQyw7gdkEUMFcJco0ct81Rgt-NvRDa7MIF9xLML_m0iGzR1bXEiChVF3UkFo2lHJvrxZ6GGWTkQo5Tv5unxekPFELr34X0ZSIaW9ic8__l-36oRlJMlAum-2NsCfMB6x9aCWgnMUWFr4PNo0mcyEou_nV_VIut8C3OnwcDQBVoefxc_9qmtwADuIY-w8wxw2wDKhnd5w9JqKkaUOvf0ogNSO0kMxFJc3FLRSO9NNpuiVmfrJ4KeVbE8unoImSDr&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
PHURAH Book Cafe,"24 Mabinuori Dawodu St, Lagos",6.549284,3.3758502,"cafe, book_store, store, restaurant, food, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKxLrTW7WbPwUL7S0yT4EqD75AJtPv7JR0aiiInv3HBoN2QxFrNiAF0bA0ntYvyTx4z_yAnQN8mcnKLkv5E963O0HzekYu7CbsMLXQAbiKxDFim1hfNY3EP_0FSXYsMi2yK5cEPjDpPY_A5771vDlde7YOyW1QFD7JVc-Oy87s1oFt5V4LXhcgqwyPVSVEldXoOQU1azx60p6S8B1O-73wKmEdoec9pZK4n0VLdM0FswR-hL0iDnWG3N9v2zJSzizulJD0VGcpR4xsENSgyH1oT7AY4NsYZosZ42ty7t6tAlPKj4A8UdYfcWDjq52YEoB-2kaYl2xk&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
WISDOM PRO EMPIRE,"Giwa Shopping Complex, Falomo, Ikoyi, Lagos",6.444931,3.4277451,"cafe, electronics_store, food, point_of_interest, store, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJimMIgrllEqhsk7d8BPAfOF6kjH9bYQGM3608RnLLK6bbkuo0iZOzRF_ANCj5t00bKBabGcK_urt4G1B11oAv02x-CCBgMFsuytzNGHUgZCwOlKYeF7CFCh-pJrpSqJG4KH6S4y8Bt2LHODjGkjz7fXLg9XTQmsUN1Tn1COANu32kvt4C2zOEx5mYxqLAFEFNWegTRC31zRyYBOiU2HCcD7DTpwKc4T1HscNs45FtZ2eQVNZJI8Lzaoj8Ds_HaOP0fA8xNpfrLZN8YMhIrE_S-2fTkjg-XjuOrc-obIgKBa9e7AHeEXjTbb5Jo8o5iBk09raAtraU&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
NELLY UNIVERSE,"F8VJ+M68, Omilani St, Lagos",6.494164,3.3305772,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJdyKLYHUwMMlNbnie5rmH29vfTDVOxy3_arNfv7f0j8XGLwjpnXNf-kXtw5O7Dv0hLfVbK2BIseJHihMEOZkTFt7VmIDjerI9hp4fpmeKtoj0TSYobOFMvf1SGI0Zz_1JfKuCq1ml5gBhm7VyhUFyGl2gQkkwIuiqB74lYh-l9joQzpEgF196Q7QqgCJN8hHXU4mIsX8mnW5DZBBdUoNCw710V4mWoQvhVo-YetBABujZOAkA8EcU8nZTYKFpfeIa4VoCQnVg-pPAWWpMisd9W5umTBuQHePPKShd5Zgvk1CGcmn8bal4PodQd07GhvFBagYGLO-EAg_HcspV8ZHgRUcQTauNLdZ8DuuSsepm433qo9lC2made6G8yABhMos-3PfXOGfFfWregYjPuu5r5KTiqD_9GeUiW4c5yXWXzghv8JdxaRsEAiJXkCMt6Kzk0xN2WyZpnv36xGM-0gD4MmVNbglWpb6mLO5PpPTTM_2Smf4nKl0UNXYHxcz27btiJF8qU51tqaFlzvXagBQ_IVyPhJv9z_0Vwr21ymMKsAGIji3iPZ8j7glNrhiPnzyCuIkcDz1CF-iDFTr0WuSvWM2qU9S97J8J9sbvjJkj7nPmvDP4IlR-khsEGM5XE9ZP2qA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Southern Shawarma plus,"F8RQ+43G, Onikoyi St, Lagos",6.49034,3.3377085,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKVur8h_FS2ZIt9kkcYp7kVsNQWXIqFOGP_M-zHXS0CiVuyx5bs9uOZZURiuzsdHdM3STwS1Ukx64w_MU49jF3wAUacHq9Pku2YN3UBPLj2mn4cYbBkIulkmUWpgNcZvcBvMoFq3naSBclMkQJnBK7aE8R-loGoPcFqYXzgqcAx1EaIusA_TdARFs-exjI7n5ti0DLRjwjGoBFhg4elpZohCNHaTGfHc-5Sg6tdFHt3AxubvjkJio4GELRDR3a6iAqXH-bzSk5cyYOUf3gyEzNWpje-dh5tTkpjvu3IFwg9XjNfoJ1MajLkUhOyYpnzgkxfaaYEmh3GFIioWoJqrW4K5160w-pDgfS3ploodI1WNU4oAFKzCFuXxXspQZCf9bfe01zfkuPe05z5tIsEaVMmeEb_QgQjJKzr1WiUPs99v8cFH_FIpfirv0iynbsqTSIB27El9nBnkwSpIkLS-pnPubkDS4-mW_bviLxD058OYZvmlfcxgfS9PHTTlQwYZFMXTUKtPoNdmxrWkvv8VyqUfSqpP1oSKsZjWkXSrfxmn-MeWySsZASQbKaJyAgka4RasnlwJUeWH3nmwiKCrD7XTdiS5Au2e5KtV_fDRek05hXLqbtmCcdURls3oe3qgI5HPg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Business center,"F8QX+H73, Taoridi St, Lagos",6.488873,3.3481669,"cafe, food, point_of_interest, establishment",B,
Parenting,"30 Babs Animashaun Rd, Lagos",6.480934,3.3490533,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKmmQSJq5r9ciaxrY3nHb40kxa2hj656vmUQ9gqf3M3tJvUgM4Vy6xHdmFjnOnh98lUrFF8qWyThQbYsK0tXXxhHoiX9a2ZCBJbAE6Dcke-LflkqbjFGozyLeObDP8McR8cTw2w6NPpNFUQlB1JrnOo-M6zm3xFGiSUYQbn9B4jYDh40eBNlJxbzU_LZiGbTPSvfyk9N3KpCSW01IXlHOBENLrsSQ5YLFbkksThLBQiKiXTS48RO-9MMXuYfd-PKLpf9efpZJ-lfOY778UlgohyhI7XZ9_YdEmOAKTsKjaN4T_YvnKGjcPziAtF_fw3xGld3h1DBQY&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
ST. CHRISTOPHER CYBER CAFE,"57, cementery road, amukoko lagos, Cementry Rd",6.466342,3.3432727,"cafe, food, point_of_interest, establishment",B,
Haven foods,"8,wosilat street ,off baruwa, Lagos",6.483248,3.341752,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKxadBGFfPsRwxpCqIEavBTMoFmD8RU9wKJatNGKIemGVLQrWrxELql60R_KGkxRMtr-LceP77uIw9Ld7P8GF4vVKs1E7L0SPwkSuCIX5WEHox2oP9NFU0_FmM2xQD-x1sGzuqV1tOoT9XAJDyZxOo-9olXJc1m7HSl8ZDJb_wt9J4Or0HR_VbsPupuNiDiRasX3uY80E2iOmcYdgWol-qy-2qo7WYh_NguSQ93nlpOPeMvTH4f5w6DAU4WJh7uLbEUaaZqLNILeXr0Y-Kf55l_o4SetmnxnUF_vm1Lm4ebdwtdWP-GGpYk75q-h28ebgBcg-0iO-Q&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Gunners Link,"78-80 Coker Rd, Lagos",6.475815,3.3324998,"cafe, food, point_of_interest, establishment",B,
Idy's Crib,"2 Al Ameen St, Lagos",6.480392,3.3323285,"cafe, food, point_of_interest, establishment",B,
Bonny Uji,"F8VG+78G, Ijesha Rd, Lagos",6.493185,3.3258627,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLgvHvUhCrOUiA90j_VOjKIPTrP44M9cN2Ufin7wmTw59GWXrxpXTByZusM_Md5O3t0nIkk8QT4XxEeU_w9NMGDgdS7_i03JwQF8K4M9-PKM6X_TBYFU9xa63DBoEKZudNzuf7wKecSSoxP08ho76WjX6uyweh3iEU5YCeRJ6vsIehbD4-5ImV57XSgHcwD20u-ido-Wh6ESvFOFGsUIsyY6Ynz-84GqEvPuj01N2G7RHB_KnpuhWw8IIbaqiLc7vKDdr6yc4vMjmppWp3VglRBYrZrHPrxALDPG_IxOu6uqn-qhtr54zsjB8ShFi4STcB0WonWX6G1WOHnug2NYEUSa6xJDlSv6JGUeMd8IeTgxHHQdxxIZb6NupvqwpO-WSN_WStjCP3ESlb6szNWfkzVf1px_MIm-0o4zXztIlXW4c2nNbtRqMIn6BgCztVv4wupc6GTGDuHmmx131feZnKy-PLOAjiEK1T1oZFbgDQKkgncBKLR3u-NrwzQUalRDTfX_mnXdOcppNAG31RcitdyLYXUfsRIvlutnYt2bShqtegz30gIJmKkd2eLUWtNoTpf1p5vkxNi2AaMFeleoanIHLSMffX7lUEcxZB2LbPrqQar-HAZWyZ-xNVLT9NBIBbbJMJ1&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
onikoyi,"38/40 Thomas Animashaun Street, Lagos",6.484763,3.3765466,"cafe, food, point_of_interest, establishment",B,
dalis cafe,"F9VH+PJV, Adekunle St, Lagos",6.494353,3.379061,"cafe, food, point_of_interest, establishment",B,
Rockhouse Lagos Cafe,"8 Akpoguma St, Lagos",6.500836,3.3448307,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIDqvs7QOKQcrxBA9SkvxjGrykBjj38hd5WwCm6pvoBwSBr17hiNNw5mFbU-FyU34SELVgcUHFgEwdwu8ng-9rS67rtIjLzEtlpwsuOb5NqCcL6u7sXrWgQaGf9_FnoFWh9VsyjTLBKF4sXePLBaVkYHexq0jRAZq_xpcz7EaI0y7xpJ27bufou_BHDSlZ_y9g2MFNB4bFORobE_tppN29MDegCjnFw-oXiq-8_y8JRhei82zvGffwGjA7TpQrF4qGdb7G9ehO6bRk_PsudU4kGjXv4F_FQZtINzeLni-MjrBMU6qTJwmrrFr6DvFc6dv5r7NsH-g3OaFA3HmXzvbBAn-rTcOAckosydwbTP9YQZZbqUb2W0Vw8GKOZb0WAd_cdxYy1tdwYESYHLiP51N3OFfLsFWrsgfdnEttJpwRhIUj2V2_ze2Vf1EZe5gAAwAwxZbcsNQ5j3zeSoSY3r_BUutrGCrxlkCXeVIpYcnfKo4CTfu642nowLReJkl2Z_nl1Vifrv81AGEzeCEqd_0zxLmvEcllXLAxeTtC2BIvV0W49ErgRYEtPqz7qtasv27SM-Ao6HYWahifapgiG9ekfbRpx1yt5LzhvOLuaw5FVl7YeXEKV3LRkpDtddjxNvqwflw&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
photocopy plus,"1a Adeniyi Adefioye Street, Lagos",6.502814,3.3483347,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIvqehTcN-xF_7gmqnulbX9yRu5qfkBMpzaHl1Gc-9mv0MZJKmRt8rc8HBrdMlTcgBJmS18nzGGGPqpy-7uiAIOvDrWhYFPuJuR1tmTlolKlK5O0AF39vGJFviU5wM3i9Y4oMuaMSMoHeJi_yw85ID0cHzjuyDimEcn6157EKePwX1JLRRLB5EbBPXCMsmnn1b5phg8j4iWqUiez-ymYoqAfrhUsmv5xeegeEJ5KI8t0xO601bYJ4DefGsiEyV4oWuWAxYyoTnYPmEqRbeQK2Hqm8qSqhQIF8Km3xHIVTo-BsnwGM9zgvantb_CiQRVAkNiCLsviJ4&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Tea and Coffee Spot Cafe,"10 Adeniran Ogunsanya St, Lagos",6.498149,3.3579266,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJhnHcVxF-jaKGz0npEHMN5ezx0DRioHAEdo1mLpJXrWlscompBabt5dGpngFEKcr3kVjrBUGg8O1AdvbZUDrYb-yUfeaCspzVGEfeijZT7Ws7-qtQ0raaHJxu3RzblZaOvR4R4KFz5HhBUmZGckHr0X4m-kg2JZpj0buV4oDuCCWur6XgQS1kTuDzTfaAsz6LHXLxlE9nF2VMjqxZxniKkiVN5qxjbCG8AtjMCtZBRnoRqJKlyndm8mBEqT2TyOYi9pe-d3jOXnMGn3A_8iRdUAAe4WdOsOkLUid9IEZ5RavMDqI9MhlevDB4bzqhZGF7eMEHNf4ipSMhVjZrfHRv4a-JOMghkNJPJWtBAlyAr0zVLx9ZBgTD3yVUjW02UBocu2sPXiX4wx47wWnxNahs_vd6z64viHmBRDeT_ZIfbqA0KsSL6TozI3LZD54N9LqKMMzcSm_FVmEbS_o9ItzvNPQSd3WITWvKGto6wHsZI4ypYf7Yj77dvexyuegCZTH3jzFEQemdmThova3ilVEHokRA4066o_XZAdObmf5Xh059H7qZVK12XEIkrzzNyuYsxlgZiNaZYUB3fdFq_pGKNsBO-1miBsQH8aiKVW70MomhI9A6w8tUqcMJJ33mMDSMXPg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Cafe & Event Planning,"28 Mba St, Lagos",6.495515,3.3563008,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIDoGGqPUoBh4ablYFwIQosN2OKNtjLN8jXMZWavLWDl6pzAAVkTDtJhZLcjzbf3FpClXQgE-QjN50_J7boyg8JhuzUgwbvvHj6OXwjwKJYSdO_tAEArLiHcxw0V1KhAkuS0fLlE5by4uqsyfeLUZpPFqOYdjPxfRsfkcr0lW1_3vgn5vzwuWu_XPhD2ERLzhhzYtmbRYxAyFmKyeVFwhjpA0BamGW7r0DEk9yJ5MFIDH9UYv-SYruYJn8H4NLpPWshjfjeGI8YEVQxKVMG35eoK1-DUlxeYJMknGE4eJNECLrjnAFxB_2eWq-d61LLQPE8bcV_C0Jey3GxJexA_GOMDRZ4KeFSVVOSnEwwAb5Un7_thwmYnXsm-IL2zrNLcKTzKQgMmQgAkYiuk5c4lQOu1IPfP9DY2OWAHhaogZYGs9uYNg2Uy4EeLyfsHtqOzeZ71uF-w1e2wnsSoI-QuJ8SbWZnL11Gu5Za4GEgcMu2o8ANP7e9o17ev8-Ww1l-aSNDkamAloslXDOKD6BsgV48g1xuSAp1OCEQOuRK5MoayhG2i2UM70yg7I6dX6GAYQ2gqeFF5biL4_rfnznN7RLE2UXwwWuzP1PBkxc9cekvIljGS4PQv_0eYRBNpF0OR56YY-JC&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Chidinma Cafe,"58 Akinyele St, Lagos",6.497805,3.3422688,"cafe, food, point_of_interest, establishment",B,
Tech Signal,"371,bornu way, Spencer St, Lagos",6.501401,3.3759463,"cafe, food, point_of_interest, establishment",B,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLG9sujIVAG2XlxcnxWSV8oC6sBRxyK1OB92b5xfE3LlwbMz8p7i2MKnKnZr6YRT2jxE4ZURUeArl35E8jQxeRgqHdv5k71a1vnsa4f_9aZ1A4VmzSc46V8UQoYOgLfsG4vCkg-jTFlA_xgsmrZ5aqR0LbOJ4si2DcAzNgQ2kahrV9mByskgERb_jlku2EK1zp3R-ASgDAOf76xLJDftHm8CYL8JzFAn2-U-WHpc7Hs-x6uQnzc1wqQWcUQ52QKmBFryzO9aoQWsp3Fqi7JRefeEyCgzH2qC7efx3hjbv-BcD9IacvSYC_HPuZNhQK4a3bEWjinI6A&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
HERBEETECH CAFE,"108 Ojuelegba Rd, Lagos",6.510396,3.3624843,"cafe, food, point_of_interest, establishment",B,
Neables Café,"G958+JJR, Matthew St, Lagos",6.50912,3.3665067,"cafe, food, point_of_interest, establishment",B,
Grillers Cafe,"G94F+HRH, Lagos",6.506447,3.3746042,"cafe, food, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLddOMEfm7xJZ8dq8kwXHW7ClF_dJUjahErn6zVeg-hUQZuIaeuI6Mqc5JKBDqEk0CYve6rgJFRkivbDBLjDZ9QlV-S2GLTXRCmMAaYfCHaEQStLEACw7GWEQfUOOTvnozXOQyVQqPMpRiI1HOJ9V_oZpfqYTtcVqds2G3PXnd4MlNhy3t5H5dPCcs6JCYwuVsuJ3SMuOCRU8BezEJ0eWdo906B7HJ2riiSOeicj-Nx-Q6adhVv_43nP4ZCY-mW6KAt91MH9cp1BKAqiZ90ity3Olm24UhXR-Fh08Oc68nmNtbNM0R-wjNEggAWEIJO0_hXrrbTLsRYvbuy6tJSRHY7afYSTqGViGEvXp01FpFm2t5x2hpOGTOOxxpB8A7Ld_r8DwQm60LrvvWgYrvsi_Pv4xmkU_Hx8cr8tOJpyzGMwiQy_UjRBK1kOTjDjgWHRaopUCxGuPnzGe6Z44bTUrLNw8gzdYioCqJzkoJ3CS0FGbqhHO7JwOluvZ4E9hwmZkXs_sWQ_NGov9gF0y1jUtePo-pd0WkYujRqjaBXjqALOTZ8abaEKYZbwXmaoO0e9czHyd3eH_rd_RjHK1wC-nSEoECXNSpdN-UBnYw1uCuZwqWVfpUY521ztryFJgocKgJjV1XA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Thiancy smoothies,"14 Chapel St, Lagos",6.505889,3.3756026,"cafe, food, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcI2bXQyvZzunu1MmDAmFS8apRQKcFfbXkzfW5gZf-ss-MySl9ps2-W9oQcRXwAQAbDh_p9GrDWUGLyPezg8MIF65eni0KUp9X75iqs5ZRaBks9eMpZhsxbiCUz-tEzt9ZnWZnUQhZAycin5G3pSjP5A-7I7ON2QcpQnbsy8RTa8sijcqYhjxaKqeR1CV5hYChefwSZDEJ43-zgqCnWToU53103baydX8-npRYGhKECCA-TXkeM11540zewUZI0dtQIUzE2eJoX63z52uKJt5oZZEZkmJoRkOJiLK2WzMNuI3LmOHOqtzZz_cIWpNry5x_i0qumd5E8sBWaOznB8CYWCQQCYxrYExiYWjcgH5eKvJcQNOTyfC0eklCK_k37oPlfhVt67GczxElO3Hufvv0iQUSWLBpJkMLHkyRPDbiNHlPAoXKENPwVn6lJ7ZI1ntTX90EPp0Hx6HBkker8zwpOh7FRIim97qq0AoFJapcaapqSMmVChDEmlCBvCtTOZa-iPvRf-NAIaMVX2fhIC8bCc5LG6S8Xv-0wQoCQzJOJy3UBCDSSFDoguDu-5jsModSMaAMYcm2uUNxh9MzhZme3QtJJ8WPm7SDTVon1cO4JY6TgX9WvKd2MqYNacwoCi&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Scrumptious,"34 Montgomery Rd, Lagos",6.50943,3.3756708,"cafe, food, point_of_interest, establishment",D,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLdn0J32pLQzBuWhhT192eMBIFGtUcdUWy-mhfdIiZi2Twuhgm8dJWruMzLhS6ka5CgWcQR1BU53f3GKbrktigaOCXK4_FkRkeAJLueeEUPnmbpBLnKO1wD0JB2B4Cgaf9SjiC_TGP751ZRrKIUzP0PpkGjpg8WRviODIlCm-O5i4cHCVOtf30QyhwTYqYS7bUCzqIBX6lh4b_BlBPUV0vwQ5fCsadoMQcHKSVejz15xEJQos2RUMUb9FRBU_y7Kbnv_iYItCFHok62hk2ieml77UCc_6_QK3sQR819nCa1MJUOebzvVGuTB40LdF6f19a7dFoO5CDTg-kTyZXgAXuNteollFg2GbDB_gKv1I3ZazsCSZ7hjbwuSWIQjMGRltz8VEP_C61ODJgicCRG0wAT-sEgiEPc5lQmkXFqhE8z3fM9eV1B7yujKfItEoKP1hnzNm7VRJy87MQZDoHvbjKqYTv5F5GMcJHnXjrVxw5GXjizqzcLxGDhUfruPpyjhxL_LfNG4X33ikCCajvT8pBbu7jRPtjkK2Sl36EhNCh6pzB767SohkMPT5KdVLSby1A1fe9kRAxsCcV3tXZVEzVg2cC8kNKVN2soC3iml5Onyef6zCQq8tDINoQee4PMciNrVvPX&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
moses computer center,"local government, 2 Dele Olaoye Ave, Lagos",6.50693,3.3866688,"cafe, food, point_of_interest, establishment",D,
